text,label
secretly withdrew money from company funds,Embezzlement
took person's money entrusted for safekeeping,Embezzlement
skimmed profits from daily sales,Embezzlement
embezzled petty cash from the office,Embezzlement
exploited position to siphon organizational funds,Embezzlement
skimmed profits from daily sales,Embezzlement
skimmed profits from daily sales,Embezzlement
stole funds from a victim,Embezzlement
embezzled petty cash from the office,Embezzlement
embezzled money from a non-profit organization,Embezzlement
under suspicion of fraudulently using company credit cards for personal expenses,Embezzlement
embezzled petty cash from the office,Embezzlement
abused trust by transferring money to personal account,Embezzlement
skimmed profits from daily sales,Embezzlement
embezzled funds,Embezzlement
exploited position to siphon organizational funds,Embezzlement
secretly withdrew money from company funds,Embezzlement
skimmed profits from daily sales,Embezzlement
accused of fraudulently using company credit cards for personal expenses,Embezzlement
embezzled petty cash from the office,Embezzlement
embezzled funds,Embezzlement
abused trust by transferring money to personal account,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
laundered misappropriated funds through shell accounts,Embezzlement
pocketed charity donations for personal gain,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
under suspicion of fraudulently using company credit cards for personal expenses,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
embezzled funds,Embezzlement
misappropriated company resources for personal use,Embezzlement
stole payroll checks from employees under supervision,Embezzlement
stole payroll checks from employees under supervision,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
doctoring financial statements to hide misappropriations,Embezzlement
doctoring financial statements to hide misappropriations,Embezzlement
skimmed profits from daily sales,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
accused of fraudulently using company credit cards for personal expenses,Embezzlement
embezzled petty cash from the office,Embezzlement
embezzlement,Embezzlement
embezzled money from a non-profit organization,Embezzlement
took individual's money entrusted for safekeeping,Embezzlement
embezzled petty cash from the office,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
doctoring financial statements to hide misappropriations,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
under suspicion of fraudulently using company credit cards for personal expenses,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
embezzled money from a non-profit organization,Embezzlement
charged with fraudulently using company credit cards for personal expenses,Embezzlement
embezzled funds,Embezzlement
misappropriated company resources for personal use,Embezzlement
doctoring financial statements to hide misappropriations,Embezzlement
embezzled money from a non-profit organization,Embezzlement
embezzled funds,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
skimmed profits from daily sales,Embezzlement
stole payroll checks from employees under supervision,Embezzlement
stole payroll checks from employees under supervision,Embezzlement
embezzled money from a non-profit organization,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
misappropriated company resources for personal use,Embezzlement
charged with fraudulently using company credit cards for personal expenses,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
indicted for fraudulently using company credit cards for personal expenses,Embezzlement
arrested for fraudulently using company credit cards for personal expenses,Embezzlement
stole payroll checks from employees under supervision,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
embezzled money from a non-profit organization,Embezzlement
arrested for fraudulently using company credit cards for personal expenses,Embezzlement
laundered misappropriated funds through shell accounts,Embezzlement
embezzled petty cash from the office,Embezzlement
embezzled petty cash from the office,Embezzlement
embezzled money from a non-profit organization,Embezzlement
embezzlement,Embezzlement
embezzlement,Embezzlement
embezzled petty cash from the office,Embezzlement
misappropriated company resources for personal use,Embezzlement
took victim's money entrusted for safekeeping,Embezzlement
laundered misappropriated funds through shell accounts,Embezzlement
embezzled funds,Embezzlement
stole funds from a bystander,Embezzlement
stole funds from a victim,Embezzlement
embezzled petty cash from the office,Embezzlement
diverted corporate funds to private accounts,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
exploited position to siphon organizational funds,Embezzlement
exploited position to siphon organizational funds,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
laundered misappropriated funds through shell accounts,Embezzlement
embezzled funds,Embezzlement
skimmed profits from daily sales,Embezzlement
embezzled petty cash from the office,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
skimmed profits from daily sales,Embezzlement
pocketed charity donations for personal gain,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
secretly withdrew money from company funds,Embezzlement
embezzled funds,Embezzlement
misappropriated company resources for personal use,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
embezzled petty cash from the office,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
stole payroll checks from employees under supervision,Embezzlement
exploited position to siphon organizational funds,Embezzlement
embezzled petty cash from the office,Embezzlement
secretly withdrew money from company funds,Embezzlement
embezzlement,Embezzlement
pocketed charity donations for personal gain,Embezzlement
skimmed profits from daily sales,Embezzlement
stole funds from a person,Embezzlement
embezzlement,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
skimmed profits from daily sales,Embezzlement
embezzlement,Embezzlement
diverted corporate funds to private accounts,Embezzlement
embezzled money from a non-profit organization,Embezzlement
doctoring financial statements to hide misappropriations,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
embezzled money from a non-profit organization,Embezzlement
embezzlement,Embezzlement
abused trust by transferring money to personal account,Embezzlement
embezzlement,Embezzlement
indicted for fraudulently using company credit cards for personal expenses,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
embezzled petty cash from the office,Embezzlement
exploited position to siphon organizational funds,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
exploited position to siphon organizational funds,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
took employee's money entrusted for safekeeping,Embezzlement
diverted corporate funds to private accounts,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
stole funds from a victim,Embezzlement
misappropriated company resources for personal use,Embezzlement
misappropriated company resources for personal use,Embezzlement
accused of fraudulently using company credit cards for personal expenses,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
diverted corporate funds to private accounts,Embezzlement
embezzled petty cash from the office,Embezzlement
embezzled petty cash from the office,Embezzlement
embezzlement,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
skimmed profits from daily sales,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
stole funds from a person,Embezzlement
embezzled petty cash from the office,Embezzlement
accused of fraudulently using company credit cards for personal expenses,Embezzlement
misappropriated company resources for personal use,Embezzlement
misappropriated company resources for personal use,Embezzlement
skimmed profits from daily sales,Embezzlement
charged with fraudulently using company credit cards for personal expenses,Embezzlement
embezzled petty cash from the office,Embezzlement
stole funds from a victim,Embezzlement
skimmed profits from daily sales,Embezzlement
embezzled money from a non-profit organization,Embezzlement
secretly withdrew money from company funds,Embezzlement
stole funds from a individual,Embezzlement
embezzlement,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
secretly withdrew money from company funds,Embezzlement
stole funds from a bystander,Embezzlement
abused trust by transferring money to personal account,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
exploited position to siphon organizational funds,Embezzlement
charged with fraudulently using company credit cards for personal expenses,Embezzlement
stole funds from a person,Embezzlement
embezzlement,Embezzlement
secretly withdrew money from company funds,Embezzlement
secretly withdrew money from company funds,Embezzlement
doctoring financial statements to hide misappropriations,Embezzlement
abused trust by transferring money to personal account,Embezzlement
embezzlement,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
embezzled funds,Embezzlement
skimmed profits from daily sales,Embezzlement
stole funds from a employee,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
pocketed charity donations for personal gain,Embezzlement
accused of fraudulently using company credit cards for personal expenses,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
skimmed profits from daily sales,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
abused trust by transferring money to personal account,Embezzlement
accused of fraudulently using company credit cards for personal expenses,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
exploited position to siphon organizational funds,Embezzlement
embezzlement,Embezzlement
embezzled petty cash from the office,Embezzlement
exploited position to siphon organizational funds,Embezzlement
pocketed charity donations for personal gain,Embezzlement
took manager's money entrusted for safekeeping,Embezzlement
doctoring financial statements to hide misappropriations,Embezzlement
secretly withdrew money from company funds,Embezzlement
embezzled funds,Embezzlement
took shopkeeper's money entrusted for safekeeping,Embezzlement
doctoring financial statements to hide misappropriations,Embezzlement
arrested for fraudulently using company credit cards for personal expenses,Embezzlement
misappropriated company resources for personal use,Embezzlement
skimmed profits from daily sales,Embezzlement
converted employer’s assets for personal benefit,Embezzlement
skimmed profits from daily sales,Embezzlement
alleged to have rerouted finances to personal bank,Embezzlement
stole payroll checks from employees under supervision,Embezzlement
took manager's money entrusted for safekeeping,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
took victim's money entrusted for safekeeping,Embezzlement
misappropriated company resources for personal use,Embezzlement
exploited position to siphon organizational funds,Embezzlement
exploited position to siphon organizational funds,Embezzlement
stole funds from a person,Embezzlement
misappropriated company resources for personal use,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
stole payroll checks from employees under supervision,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
took person's money entrusted for safekeeping,Embezzlement
doctoring financial statements to hide misappropriations,Embezzlement
took bystander's money entrusted for safekeeping,Embezzlement
embezzled petty cash from the office,Embezzlement
took employee's money entrusted for safekeeping,Embezzlement
took bystander's money entrusted for safekeeping,Embezzlement
failed to deposit client payments into official accounts,Embezzlement
exploited position to siphon organizational funds,Embezzlement
exploited position to siphon organizational funds,Embezzlement
took person's money entrusted for safekeeping,Embezzlement
embezzlement,Embezzlement
laundered misappropriated funds through shell accounts,Embezzlement
escaped from a courthouse before sentencing,Escape/Flight
ran away from public park to evade arrest,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
under suspicion of running from police,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
ran away from town hall to evade arrest,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
arrested for running from police,Escape/Flight
flight from police,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
escaped from lawful custody,Escape/Flight
escaped from lawful custody,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
indicted for evading arrest or detention,Escape/Flight
ran away from officers,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
attempt to run from a police officer,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
attempt to run from a police officer,Escape/Flight
slipped out of custody during a heated argument at the station,Escape/Flight
broke free from jail or detention,Escape/Flight
charged with evading arrest or detention,Escape/Flight
escape or flight,Escape/Flight
ran away from officers,Escape/Flight
escape/flight,Escape/Flight
slipped out of custody during a fight at the station,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
accused of evading arrest or detention,Escape/Flight
evaded law enforcement near a busy apartment,Escape/Flight
attempt to run from a police officer,Escape/Flight
evaded law enforcement near a busy public park,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
arrested for evading arrest or detention,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
broke free from jail or detention,Escape/Flight
flight from police,Escape/Flight
ran away from courthouse to evade arrest,Escape/Flight
broke free from jail or detention,Escape/Flight
slipped out of custody during a heated argument at the station,Escape/Flight
escape or flight,Escape/Flight
ran away from officers,Escape/Flight
ran away from apartment to evade arrest,Escape/Flight
flight from police,Escape/Flight
escaped from lawful custody,Escape/Flight
escape/flight,Escape/Flight
accused of running from police,Escape/Flight
evaded law enforcement near a busy town hall,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
ran away from main street to evade arrest,Escape/Flight
escape or flight,Escape/Flight
ran away from officers,Escape/Flight
flight from police,Escape/Flight
ran away from officers,Escape/Flight
escape/flight,Escape/Flight
slipped out of custody during a heated exchange at the station,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
under suspicion of evading arrest or detention,Escape/Flight
slipped out of custody during a heated argument at the station,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
flight from police,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
arrested for running from police,Escape/Flight
escape/flight,Escape/Flight
indicted for evading arrest or detention,Escape/Flight
escape or flight,Escape/Flight
escape or flight,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
ran away from town hall to evade arrest,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
ran away from school zone to evade arrest,Escape/Flight
attempt to run from a police officer,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
evaded law enforcement near a busy courthouse,Escape/Flight
evaded law enforcement near a busy parking lot,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
escape or flight,Escape/Flight
escape/flight,Escape/Flight
escape/flight,Escape/Flight
evaded law enforcement near a busy main street,Escape/Flight
escaped from lawful custody,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
broke free from jail or detention,Escape/Flight
attempt to run from a police officer,Escape/Flight
accused of evading arrest or detention,Escape/Flight
ran away from officers,Escape/Flight
flight from police,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
attempt to run from a police officer,Escape/Flight
escape/flight,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
slipped out of custody during a scuffle at the station,Escape/Flight
slipped out of custody during a altercation at the station,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
escape or flight,Escape/Flight
attempt to run from a police officer,Escape/Flight
escape/flight,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
ran away from main street to evade arrest,Escape/Flight
escape/flight,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
broke free from jail or detention,Escape/Flight
ran away from officers,Escape/Flight
evaded law enforcement near a busy apartment,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
broke free from jail or detention,Escape/Flight
escaped from lawful custody,Escape/Flight
broke free from jail or detention,Escape/Flight
escape/flight,Escape/Flight
ran away from public park to evade arrest,Escape/Flight
attempt to run from a police officer,Escape/Flight
charged with evading arrest or detention,Escape/Flight
escape/flight,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
under suspicion of evading arrest or detention,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
attempt to run from a police officer,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
evaded law enforcement near a busy intersection,Escape/Flight
escape/flight,Escape/Flight
escape or flight,Escape/Flight
broke free from jail or detention,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
escaped from lawful custody,Escape/Flight
evaded law enforcement near a busy shopping street,Escape/Flight
ran away from officers,Escape/Flight
ran away from officers,Escape/Flight
evaded law enforcement near a busy busy area,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
escape/flight,Escape/Flight
flight from police,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
escape/flight,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
evaded law enforcement near a busy busy area,Escape/Flight
accused of evading arrest or detention,Escape/Flight
flight from police,Escape/Flight
ran away from officers,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
attempt to run from a police officer,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
attempt to run from a police officer,Escape/Flight
escape/flight,Escape/Flight
attempt to run from a police officer,Escape/Flight
slipped out of custody during a argument at the station,Escape/Flight
accused of evading arrest or detention,Escape/Flight
accused of evading arrest or detention,Escape/Flight
escape/flight,Escape/Flight
broke free from jail or detention,Escape/Flight
ran away from shopping street to evade arrest,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
escape/flight,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
attempt to run from a police officer,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
evaded law enforcement near a busy shopping street,Escape/Flight
slipped out of custody during a heated exchange at the station,Escape/Flight
under suspicion of evading arrest or detention,Escape/Flight
escaped from lawful custody,Escape/Flight
broke free from jail or detention,Escape/Flight
ran away from officers,Escape/Flight
flight from police,Escape/Flight
ran away from downtown area to evade arrest,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
escape/flight,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
escaped from lawful custody,Escape/Flight
escaped from lawful custody,Escape/Flight
ran away from officers,Escape/Flight
attempt to run from a police officer,Escape/Flight
ran away from officers,Escape/Flight
evaded law enforcement near a busy main street,Escape/Flight
escaped from lawful custody,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
arrested for running from police,Escape/Flight
escape or flight,Escape/Flight
evaded law enforcement near a busy busy area,Escape/Flight
broke free from jail or detention,Escape/Flight
ran away from officers,Escape/Flight
broke free from jail or detention,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
escape/flight,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
ran away from library to evade arrest,Escape/Flight
attempt to run from a police officer,Escape/Flight
accused of evading arrest or detention,Escape/Flight
charged with running from police,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
flight from police,Escape/Flight
slipped out of custody during a altercation at the station,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
escape or flight,Escape/Flight
escaped from lawful custody,Escape/Flight
ran away from officers,Escape/Flight
evaded law enforcement near a busy downtown area,Escape/Flight
indicted for evading arrest or detention,Escape/Flight
broke free from jail or detention,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
attempt to run from a police officer,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
accused of evading arrest or detention,Escape/Flight
slipped out of custody during a altercation at the station,Escape/Flight
attempt to run from a police officer,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
arrested for evading arrest or detention,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
accused of evading arrest or detention,Escape/Flight
slipped out of custody during a argument at the station,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
slipped out of custody during a heated exchange at the station,Escape/Flight
evaded law enforcement near a busy courthouse,Escape/Flight
escape or flight,Escape/Flight
arrested for running from police,Escape/Flight
slipped out of custody during a heated exchange at the station,Escape/Flight
accused of evading arrest or detention,Escape/Flight
flight from police,Escape/Flight
ran away from town hall to evade arrest,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
slipped out of custody during a fight at the station,Escape/Flight
ran away from shopping street to evade arrest,Escape/Flight
broke free from jail or detention,Escape/Flight
broke free from jail or detention,Escape/Flight
escaped from lawful custody,Escape/Flight
flight from police,Escape/Flight
accused of running from police,Escape/Flight
broke free from jail or detention,Escape/Flight
attempt to run from a police officer,Escape/Flight
broke free from jail or detention,Escape/Flight
evaded law enforcement near a busy apartment,Escape/Flight
escaped from lawful custody,Escape/Flight
ran away from officers,Escape/Flight
ran away from parking lot to evade arrest,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
slipped out of custody during a heated argument at the station,Escape/Flight
attempt to run from a police officer,Escape/Flight
escape or flight,Escape/Flight
ran away from officers,Escape/Flight
under suspicion of running from police,Escape/Flight
broke free from jail or detention,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
slipped out of custody during a altercation at the station,Escape/Flight
evaded law enforcement near a busy intersection,Escape/Flight
attempt to run from a police officer,Escape/Flight
charged with evading arrest or detention,Escape/Flight
slipped out of custody during a altercation at the station,Escape/Flight
ran away from officers,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
arrested for running from police,Escape/Flight
ran away from officers,Escape/Flight
attempt to run from a police officer,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
under suspicion of running from police,Escape/Flight
flight from police,Escape/Flight
ran away from library to evade arrest,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
evaded law enforcement near a busy public park,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
ran away from school zone to evade arrest,Escape/Flight
evaded law enforcement near a busy public park,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
accused of evading arrest or detention,Escape/Flight
accused of evading arrest or detention,Escape/Flight
escape/flight,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
arrested for running from police,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
slipped out of custody during a argument at the station,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
evaded law enforcement near a busy school zone,Escape/Flight
charged with running from police,Escape/Flight
attempt to run from a police officer,Escape/Flight
attempt to run from a police officer,Escape/Flight
flight from police,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
escape or flight,Escape/Flight
broke free from jail or detention,Escape/Flight
flight from police,Escape/Flight
ran away from officers,Escape/Flight
broke free from jail or detention,Escape/Flight
slipped out of custody during a heated exchange at the station,Escape/Flight
under suspicion of evading arrest or detention,Escape/Flight
escape/flight,Escape/Flight
escape/flight,Escape/Flight
slipped out of custody during a altercation at the station,Escape/Flight
escaped from lawful custody,Escape/Flight
escape/flight,Escape/Flight
charged with running from police,Escape/Flight
ran away from intersection to evade arrest,Escape/Flight
escape or flight,Escape/Flight
ran away from busy area to evade arrest,Escape/Flight
ran away from officers,Escape/Flight
attempt to run from a police officer,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
ran away from library to evade arrest,Escape/Flight
escape/flight,Escape/Flight
escape or flight,Escape/Flight
escape or flight,Escape/Flight
accused of running from police,Escape/Flight
ran away from public park to evade arrest,Escape/Flight
ran away from town hall to evade arrest,Escape/Flight
evaded law enforcement near a busy downtown area,Escape/Flight
charged with running from police,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
broke free from jail or detention,Escape/Flight
escape or flight,Escape/Flight
indicted for running from police,Escape/Flight
slipped out of custody during a altercation at the station,Escape/Flight
evaded law enforcement near a busy main street,Escape/Flight
escaped from lawful custody,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
ran away from downtown area to evade arrest,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
evaded law enforcement near a busy intersection,Escape/Flight
under suspicion of evading arrest or detention,Escape/Flight
broke free from jail or detention,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
broke free from jail or detention,Escape/Flight
slipped out of custody during a fight at the station,Escape/Flight
ran away from officers,Escape/Flight
slipped out of custody during a argument at the station,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
broke free from jail or detention,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
flight from police,Escape/Flight
ran away from officers,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
arrested for evading arrest or detention,Escape/Flight
slipped out of custody during a argument at the station,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
escape/flight,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
escape/flight,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
escaped from lawful custody,Escape/Flight
escaped from lawful custody,Escape/Flight
ran away from downtown area to evade arrest,Escape/Flight
charged with evading arrest or detention,Escape/Flight
arrested for running from police,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
broke free from jail or detention,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
flight from police,Escape/Flight
broke free from jail or detention,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
accused of evading arrest or detention,Escape/Flight
escape or flight,Escape/Flight
broke free from jail or detention,Escape/Flight
under suspicion of running from police,Escape/Flight
evaded law enforcement near a busy shopping street,Escape/Flight
escape or flight,Escape/Flight
accused of evading arrest or detention,Escape/Flight
broke free from jail or detention,Escape/Flight
attempt to run from a police officer,Escape/Flight
indicted for running from police,Escape/Flight
ran away from apartment to evade arrest,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
attempt to run from a police officer,Escape/Flight
evaded law enforcement near a busy parking lot,Escape/Flight
charged with evading arrest or detention,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
arrested for evading arrest or detention,Escape/Flight
escape or flight,Escape/Flight
indicted for running from police,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
escape/flight,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
escape/flight,Escape/Flight
indicted for evading arrest or detention,Escape/Flight
ran away from officers,Escape/Flight
accused of evading arrest or detention,Escape/Flight
slipped out of custody during a heated exchange at the station,Escape/Flight
slipped out of custody during a fight at the station,Escape/Flight
ran away from apartment to evade arrest,Escape/Flight
ran away from officers,Escape/Flight
ran away from public park to evade arrest,Escape/Flight
accused of running from police,Escape/Flight
broke free from jail or detention,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
evaded law enforcement near a busy parking lot,Escape/Flight
escape/flight,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
ran away from officers,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
attempt to run from a police officer,Escape/Flight
ran away from officers,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
under suspicion of running from police,Escape/Flight
under suspicion of evading arrest or detention,Escape/Flight
attempt to run from a police officer,Escape/Flight
flight from police,Escape/Flight
ran away from main street to evade arrest,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
escaped from lawful custody,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
evaded law enforcement near a busy town hall,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
slipped out of custody during a scuffle at the station,Escape/Flight
escape/flight,Escape/Flight
evaded law enforcement near a busy shopping street,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
escaped from lawful custody,Escape/Flight
under suspicion of evading arrest or detention,Escape/Flight
escaped from lawful custody,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
escaped from lawful custody,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
ran away from officers,Escape/Flight
broke free from jail or detention,Escape/Flight
escape/flight,Escape/Flight
evaded law enforcement near a busy intersection,Escape/Flight
escaped from lawful custody,Escape/Flight
escaped from lawful custody,Escape/Flight
escape or flight,Escape/Flight
ran away from officers,Escape/Flight
flight from police,Escape/Flight
broke free from jail or detention,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
ran away from officers,Escape/Flight
flight from police,Escape/Flight
slipped out of custody during a argument at the station,Escape/Flight
attempt to run from a police officer,Escape/Flight
